rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,travelDate
5,Very good food and service excellent prices place very clean . Menu and prices are very competitive,Good experience good excellent,"Atherstone, United Kingdom",Atherstone,markwebb27,2023-09
5,Nicole was amazing. Great food and service. We will be back. The burger is so good!!!!!!!!!!!!!!!  Keep up the good work,Great 👍,,,Trip05556832687,2023-09
4,"Tasty, well presented dishes. Very good service from Peter with an honest smile. Happy environment american music.",Tasty bergers and well balanced cocktails!,,,georgepM3571NC,2023-09
5,"Thank you very much Olga for the lovely service. Incredibly warm, open and communicative person. Delicious food, served in an unusual way. I recommend it with all my heart!",Team Olga.,,,Q1466ZLnataliap,2023-09
2,"Partner ate tenderloin, asked for medium rare, the steak was well done. I had spareribs, good meat but boring and tasteless side dishes. ",Not satisfied,,,karinasqyytr,2023-09
5,"The food is a firecracker 💪 super delicious, the portion is large and very tasty. We will definitely come back.  Very nice service - Mrs. Olga - Thank you 👍💪💪💪 ",Delicious!!!,,,sebastiankY7094TS,2023-09
5,"Great! Really nice food, service was amazing. Peter especially was great! Very good value for money! Lovely place to sit by the river!",Very good!,,,grahammU8747MH,2023-09
5,"We came a Friday morning, breakfasts (omelette and pancakes) were really good.  thanks Peter for your great service! 
We'll go back",Very good,"Mens, France",Mens,MelanieParis10,2023-09
5,"Very tasty food, great service thanks to Piotr. Prices appropriate for location of this place
I'll come back here for sure",Great place to have a breakfast,"Ryki, Poland",Ryki,549hubertu,2023-09
5,Very American Burger restaurant 🙂 Burgers Ribs Steaks Shakes and various desserts. Nice place with good service.,Burgers American style,,,O3803WCkennethm,2023-08
3,"Restaurant No. 1 according to Trip Advisor, so a great choice for an anniversary trip with my wife. But is it really? The atmosphere of the place is pleasant, American style, with a beautiful view from the granary island. Unlimited quantities of popcorn for an appetizer - cool. First course - appetizer, Chorizo ​​soup. Very tasty, with character, definitely too sweet to drink, a non-alcoholic drink, my wife took watermelon lemonade and that's the first failure, rude, super sweet syrup, it wasn't even next to the watermelon, I wonder if they also make lemonade from some lemon syrup, especially at this price. We took the iconic sets, my wife had classic ribs with pineapple, everything was beautiful in the photo but in reality she verified it, not much glaze, the ribs were soft and nicely falling off the bones, the salad was the most ordinary in the world and the potato was tasteless, if it weren't for the cottage cheese it would have been terrible, aaaand I would have forgotten , the grilled pineapple was from a can, in the middle of the season when you can get fresh pineapples in a dish for PLN 80, we have a small slice canned pineapple. My burger was okay, the meat was ground too fine in my opinion, and the bun was great, there was no sesame, the fries were very good. For dessert, Mars in cake, Mars itself is super sweet, plain cake, very good vanilla ice cream, nasty cream that tastes like those from spray cans. Plus for the idea and courage for Mars. For an average eater, such cuisine may be tasty because it is fatty and overly sweet, but for more demanding customers it is definitely not. The service deserves a lot of praise, Ms. Olga was very professional, nice, sincere and friendly, she approached us several times and asked how we liked it, after the starter she asked if we could serve main courses, which was very nice, she gave us good advice and finally accepted from us all feedback and promised to share our opinion to improve the quality. I hope that the quality will improve because the position in the ranking is obligatory and for me this visit should place this restaurant below the top ten. Greetings - residents of Tricity.",No.1 restaurant in Tricity?,"Gdynia, Poland",Gdynia,958barteks,2023-08
5,Great location. Tasty food. We would like to thank Mr. Piotrek for great service. We will definitely come back.,I recommend,,,968jagodak,2023-08
5,"Piotrek is a great guy. Service at the highest level. 

A really nice visit :) I hope to come back to you :)",Grzegorz,,,NorthStar23882200385,2023-08
5,"Great grilled salmon and craft beer, the burger is also very tasty. Excellent service from Mr. Piotrek, who made sure that everything was up to standard. We recommend",Delicious food and a very nice wait staff,,,karollA4891PZ,2023-08
5,"I highly recommend it, delicious food, great atmosphere and professional service! This time we were served by the waiter Piotrek and we are impressed :) we come here every time we are in Gdańsk ",Burger & ribs,,,Compass57052659544,2023-08
5,"Amazing staff, amazing place and amazing food. I would reccomend this place to everyone who is looking for a nice place to eat. Mr. Piotrek was an amazing waiter!!",❤️,,,18tomekm,2023-08
5,"Not much to say the place was perfect. The stuff was amazing, the prices just right, the food was typical good quality American, everything was great 100% recommend if you have an American craving",Simply amazing,"Thessaloniki, Greece",Thessaloniki,annamachatz,2023-08
5,Amazing food and great service by Piotrek! We highly recommend this place if u love to eat some good burger!,Great burger and great service by Piotrek,,,Z348SXoscars,2023-08
4,good hamburger and a drink. Friendly staff and a good view. It was accurate the reviews i had read about this place. I was satisfied,Good meal,"Horten, Norway",Horten,AndreasogAnine,2023-08
5,We was very happy and Anita made our Day. She was very Nice and give us the best service.. the food was excellent… we will be back.. 3 old girls from norway,A very good night,"Palma de Mallorca, Spain",Palma de Mallorca,465unnim,2023-08
5,"Very nice staff, atmospheric place, delicious food, one of the best burgers we've ever eaten. Greetings to the lovely Mrs. Laura 😍
Sorry for the spilled beer...",Laura 😍😍😍,,,215kasiac,2023-08
5,Great place for food and drinks. Peter was fantastic and is an asset to this place. So friendly and helpful. Good food and delicious cocktails.,Great,"Glasgow, United Kingdom",Glasgow,sarahmE1950WO,2023-08
5,"Great place and delicious food. 
We were served by the lovely Laura. 
I recommend everyone to visit this place!  ",Breakfast,,,juliamA4658LC,2023-08
5,"We had a great meal at the restaurant. Ribs and chicken. And a bottle of wine. Quite affordable for us, and it tasted good. Our server Nikola did a great job 😄",Nice chicken and ribs!,"Oslo, Norway",Oslo,MortenNygard,2023-08
5,"I recently went to Billys restaurant and I really like the local atmosphere that fits inside. The food was also very tasty, maybe not exactly spiced to my liking, but the wonderful service provided by Mrs. Dominika definitely made up for the losses 😅. Overall, I highly recommend it.✌️",Supeeer,,,Travel46318026321,2023-08
5,"Very pleasant service from the waiter Piotrek :) We haven't been served so well for a long time, we highly recommend it :)",Service,,,639elizak,2023-08
5,"Very atmospheric place, delicious food and very friendly service. Waiters like Piotrek are missing in many restaurants. ",A bull's eye ❤️,,,Y7547KQanitad,2023-08
5,"A restaurant worth recommending. I had dinner with my family. The food was delicious, I ate a portion from the children's menu 😀 the service was very nice and competent, especially Mr. Piotrek!!! ",Great place,,,justynac776,2023-08
5,"Excellent steaks and burgers, great craft beer, beautiful view of the heart of Gdańsk. Service at a very high level, best regards to Piotrek! :) ",Great steaks and service,,,mdwmars,2023-08
5,"Very Nice and kind service, Piotrek served us😊  we got our food very quick, tasted amazing. I will definitly visit again.",Piotrek is an amazing servant,,,826lailat,2023-08
5,"Very good food, nice service, recommendable. Waiter Piotrek did 5+. Thank you for a nice time. The only drawback is that the music is a bit too loud :-)",Great dinner with the family.,,,jat250,2023-08
5,It was nice and clean. Food was great. U got feeling like in american restaurant. U can get from salad to meat or burger whatever u want. And waitress Nikola was perfect.,Billy's american restaurant,,,Paradise15764170502,2023-08
5,Real American atmosphere with great tasty meals. We were with our 4 year old son and we got everything we wanted from special kids menu to adult drinks. All in all we were happy with superb service and especially the waitress Zoya 👍,The place “you must visit” for great food,,,robertasb797,2023-08
5,The service and dishes were wonderful. Piotrek talked to us in a nice and funny way and answered our questions about the dishes accurately. We will definitely come back again and I hope we will meet this waiter again.,Service opinion,,,257oliwiao,2023-08
5,"Great place - decor, appropriate portions, not too big (!), music and service. Mr. Piotrek served us and he was super nice!",An elegant town 🇺🇸,"Lodz, Poland",Lodz,karolinakT7030XN,2023-08
5,"Breakfast here is pure pleasure. It wouldn't have been possible without the wonderful service of Mrs. Olga 🔥 Regards, Witness 731-402-409",Breakfast,"Legionowo, Poland",Legionowo,ZawiasPl,2023-08
5,"Delicious ribs, great atmosphere and great service. We were served by a very nice lady, Olga. We highly recommend!",Fantastic ribs!,"Stockholm, Sweden",Stockholm,krissk74,2023-07
5,"Very delicious breakfast, very quick service, very nice waitress - Nikola. She served us very nicely, we recommend her. ",Delicious breakfast,,,735domic,2023-08
5,"Great service from Nikola, she fixed allergies always with a smile. Fast service, we arrived just as they were about to finish breakfast but still managed. Best breakfast we ate in Gdansk! Really recommend.",Amazing breakfast and service!,"Krkonose National Park, Czech Republic",Krkonose National Park,H5468LXsandrao,2023-08
5,"I definitely recommend it! Delicious food, great atmosphere and great service!! Anyone who comes under Zoya's service will be delighted! 10/10",Perfect!,,,pawe_w608,2023-08
5,"Mega delicious food. A large selection of the highest quality. The service is super nice and always has a smile on their faces. If you are in Gdansk, you definitely have to eat here.",WOW,"St. Gallen, Switzerland",St. Gallen,DannyS398,2023-08
5,"It is very good restaurant. Good food, good restaurant staff. Laura was kind and gave good service.",I will come again,,,_W6013OF,2023-08
4,American style food with good drinks. The waiter was kind to lower the music as we had our 5 month old with us and I told him I was super tired. So kind. Food was very good and drinks too. I do recommend,Good service and good food,"Helsingborg, Sweden",Helsingborg,TinaAnnaGibson,2023-08
5,"Every time we are planning to go out for some American food we always end up in Billy’s. Burgers, ribs and of course steaks are real masterpieces each time we visit. No one was ever disapointed by the standard of the food, quality of service and of course the perfectly designed American-style interiors.",Best American food in the Tricity,,,Kukki92,2023-08
5,"Olga, very good waitress, I recommend it! Classic ribs, first class, nice and friendly service!",😍,,,FarAway28655955797,2023-08
5,"Very good service and very good food!
We were served by Jagoda with a greit smile!

We ordered Californian steak xxl, and this is probably the best steak i have ever

RECOMENDED!",Best steak ever!,,,657fredrikd,2023-08
5,"Was in Gdansk only for one day, but I could have not chosen a better spot to eat. Amazing atmosphere with delicious food. Swiftly served. The waitress Natalia made my experience even better with her friendly and professional approach. Came out very happy.",One of the best spots ive been to,,,JoshuaKrickens,2023-08
5,"Very nice place with great food and service! It wasn't first time I ate here, I'm always very satisfied! Natalia is awesome person!","Very nice place, great food and service!","Warsaw, Poland",Warsaw,mateusz_bednarz,2023-08
5,"Nice atmosphere, nice service... I recommend Santa Rita drinks, it's impressive :-) Anita knows her stuff :-)",A place worth visiting,,,alikuleszak,2023-08
5,"Very nice service, Mrs. Anita top! The food was delicious and the location was also great. I recommend it to everyone, and an additional advantage is that it is open until late in the evening ;)",Delicious,,,G7447LKdariab,2023-08
5,"Very good dishes with amazing view.
Served was professional. The decor of the premises was full of American gadgets! ",We were served by Kamil,,,Daydream24207280784,2023-08
5,"I recently had a great experience at Billy's. The food was delicious, the service was excellent, and the atmosphere was cozy. I highly recommend it!",Great service from Nikola,,,770coreyd,2023-08
5,"Super nice place with great view to the river. Deliciuos food, good music, very nice interior. Our waitress Nikola did her job for 110% - super friendly, polite, always with the smile on her face, knows all the meals in restaurant and can suggest what to choose, and speaks perfect english. ",Perfect place to eat burgers!,,,valdast2023,2023-08
5,"Great spot with tasty food and large portions. Very filling. I was served by waitress Natalia, very good service.",Satisfied.,,,Excursion15290797710,2023-08
5,"The food was delicious, but the service was even better. Mrs. Nicola who served our table was amazing! Strong help and a great smile - everything you need to make the client feel taken care of :) I definitely recommend it!","The food was delicious, but the service was even better. Mrs. Nicola, who served our table, was helpful and smiling ",,,991kingar,2023-08
5,"Great team (Ms. Jagoda served us), great place and very good food! We left full and satisfied with the service :)",I highly recommend it!,,,sophiesZ1841AM,2023-08
5,"Very good breakfast, great location and very nice service from Mrs. Anita. I recommend              ",Breakfast,,,729bi,2023-08
5,We were with friends in this place by the sea! Thank you very much for delicious food and 🎉🎉 thank you Dawia for good service!,Thank you,,,D7612PA_,2023-08
5,"The place is great as usual, but it was the first time we had such great and best waiter service as Samuel! A very positive guy who is not only able to give great advice but also spreads positive energy and smiles. We leave the restaurant pleasantly surprised and full 🙈 
Service at the highest level, which is most important to me. ",The world's best waiter Samuel!,,,W4364FVnataliaz,2023-07
5,Nikola was very nice and the food was probably the best we ate. You have to try their hot chicken wings.,Good,,,Stay05869863534,2023-08
4,"We were served by the vaitress Nikola, she did a great job, exelente service. 
The place was clean and the food was great. ",Nice place,,,trinelisebangk,2023-08
5,"Great food, better atmosphere and the best service- by Nikola. Fantastic breakfast, tasty coffee- keep that up!",Just give it a try,,,LoveTravel798600,2023-08
5,"Food tastes good, 10/10 would go again. 
The person that served me and my family was super kind, and really just did what he had to do. 
Also not too pricey.",Yummy,"Tromso, Norway",Tromso,Coastal58125684924,2023-08
5,"I am very pleased with my visit to Belly's American restaurant! Kuba's waiter service was extremely polite and caring. The food was simply amazing - the tasty dishes really delighted my taste buds. The atmosphere was great, creating a pleasant atmosphere for our meal. I definitely recommend trying it!",Good restaurants,,,143volodymyrt,2023-08
5,"Food and service at a very high level. We were served by Mrs. Jagoda, she was nice and professional. I highly recommend the restaurant ","Tasty food, very nice service.",,,V461MDandrzejk,2023-08
5,"Nikola was very helpful when it comes to choosing what to eat from the menu. She was also very kind, thanks to her!",Thanks Nikola!,"Istanbul, Türkiye",Istanbul,simayovic,2023-08
5,"Very tasty food (jack burger and pancake), very well-cooked beef and delicious coffee, but the best thing is the atmosphere created by a very nice and professional waiter, Peter!",Great waiter!,,,149olekb,2023-08
5,"The food and coffee were very tasty, a very pleasant view. Mr. Piotr is nice and professional, I recommend him.",A very pleasant place,,,marcelfL8999RR,2023-08
5,Lovely food at a reasonable price. Bought hamburgers which tasted lovely. Had Peter as waiter who was absolutely fantastic. The food and drinks came on a conveyor belt. Recommended,Digg burger,"Strommen, Norway",Strommen,237franka,2023-08
5,"Delicious, noble, cultured, nice….
A great dessert, typical USA and rich 😉
It doesn't rain during rain 😉
Mrs. Helena!!!! 👌🏻♥️👍🏻",Satisfied…,,,marcinkY8122TJ,2023-08
5,"Everything was really tasty, good atmosphere, and nice service. We got pani Helena :) Must visit in Gdansk",I recommend,,,966darinal,2023-08
5,"We had breakfast with friends today. Tasty food, atmospheric place. 
Thank you to Mrs. Valeria for the service, she is a very smiling and nice person. ",I definitely recommend it,"Wroclaw, Poland",Wroclaw,Freedom13825647032,2023-08
5,"Delicious food, very nice service. My husband and I were served by Mrs. Marta. We recommend it to everyone. A great place not only for couples but also for families with children. We will definitely come back 😀",😀,,,402dorotar,2023-08
5,"We had a great evening. Tasty food, excellent atmosphere, really good pub for families and friends visits. Thx to Nicola for great service! ",Really great place,,,723_ukaszg,2023-08
5,I recommend!! Very nice service :) the food we ordered was delicious. The order was delivered expressly.,I recommend!!!,,,dominikaj992,2023-08
5,"A great place, especially to go out with friends. Delicious jenue and the best service. Samuel gave great advice and everyone was satisfied. We will be back!",The best service,,,Roving37026290490,2023-07
5,"Great place and service! Especially Mrs. Nikola, who served us :) very professional! Nice, very helpful! ",Nicholas,,,KarolinaBut,2023-08
5,"Good food,good service. Nothingm to complain abort. Very satisfyed 👍 Bill came short time after asked",Best service ever,Norway,Norway,liset644,2023-08
5,"I recommend it☺️ delicious pancakes and smiling staff are all you need for breakfast. Thanks to Olga's very nice service and the day full of tummies, the day started very successfully ❤️ I recommend it","Very rich menu... everyone will find something for themselves, even vegetarian burgers ☺️ freshly squeezed juices and delicious coffee 😃 a great day","Grodkow, Poland",Grodkow,Vacation458619,2023-08
5,Delicious breakfast and very nice Olga who served us. The atmosphere in the place is perfect for waking up. It's nice to start the day like this! ,Proudly,,,ma_gorzatac464,2023-08
2,"Great location and service. Omelet was terrible. Worst breakfast in Europe. 

Definitely could be much better. ",Great location and service. Omelet was terrible.,,,OnAir47705719861,2023-08
5,"Peter! The man, the legend we need in this world. Olga might be a cute beauty when I'm scrolling through the reviews (If I have the right person in mind I totally agree). But ladies and gentleman. Even a beauty needs a Peter to lead the way. Swift service, friendly behaviour. Surely the president I'd vote for. 
Peter for president.",Peter for president!,"Assen, The Netherlands",Assen,Voyage15606279249,2023-08
5,"Delicious food and great service! We were very enthusiastic about the ribs and the burgers, so we went there twice. Our condition Olga was very accommodating and personable.",Just good! The Food and Olga :),,,K3827FRnicolet,2023-07
5,"Today, my family and I had breakfast at Billy's. The food was delicious, aesthetically presented, and every additional request was fulfilled. Mr. Samuel served us with very high personal culture. A very joyful and smiling person. He showed great interest and commitment to service. Eating with such service was a great pleasure and we will definitely come back here again!",Once again at Billy's,,,P2115BTklaudiaw,2023-07
5,"Great food.  
Mr. Piotr served our table very professionally, I recommend.  I will definitely come back","Great food, nice service.",,,maciejd955,2023-07
5,"A perfect place to go with family or friends. Delicious food, interesting, beautifully presented drinks and a nice atmosphere. I recommend a salad with beetroot, pomegranate, pumpkin seeds and halloumi cheese, perfect for hot days and people who don't eat meat. Plus a great American atmosphere and beautiful decor. We will definitely come back! Greetings to Oliwia",The American dream,"Greater Poland Province, Poland",Greater Poland Province,emmV8369CT,2023-07
5,"The best steaks in the entire Tricity! Californian Steak totally stole my heart 🫶🏻 
Moreover, the beautiful view from the terrace made our afternoon more pleasant, and the service was absolutely top - from the very beginning we felt very welcomed and taken care of, we were given popcorn ""while we waited"", we received answers to all our questions, there was no problem with finding a gluten-free item for... sisters, and our dog got water. A completely pet-friendly place, which is not so easy to do in Gdańsk. A children's menu with smaller portions is available, and the children's dish itself was served quickly. Thank you Oliwia for wonderful service and making our afternoon more pleasant ❤️",The best steaks and service in town,"Greater Poland Province, Poland",Greater Poland Province,V3213TSjulias,2023-07
5,"I was here for the first time but for sure not the last time. I was serviced by Olga, very beautiful and kind person. She made our night just special. There is no words that i can describe Olga. She deserves the best.",Olga i love you,,,Sherpa06617601749,2023-07
5,"This dinner was amazing, Olga was the best waitress I have ever seen. She is beautiful and very kind. I’m very grateful for her service. 😁",The best waitress in the world,,,Wanderer67031609072,2023-07
5,"Food is great here and our waitress Zoya is the best ! If you happen to eat here, you'll be served the best by Zoya 🥳",Great food and waitress Zoya is the best,,,511stefanv,2023-07
5,"Billy's is no stranger to us, but it was our first time at this location - Wyspa Spichrzów. Of course we were not disappointed. The food, as always, delicious, beautifully prepared and fresh. The best place for a trip with your family, loved one or friends. Very professional and helpful service. 
Mrs. Olga is a great woman, clearly experienced. She gave very good advice and saved us from the rain ❤️ BILLY'S IS THE BEST PLACE FOR EVERYONE. We are frequent guests ❤️",Great in every way.,,,Camper57731330362,2023-01
5,"Very good food, professional service, we found Mrs. Olga who was completely professional. She was able to advise very well on the choice of food and drinks. A perfect place to spend time with friends ",The best restaurant in Tricity,,,pawe_g518,2023-07
5,"We would like to thank Mrs. Weronika for her super nice service, smile and understanding. Delicious food and even better service. Thanks. ",Going out with friends.,"Gdansk, Poland",Gdansk,rkozik1973,2023-07
1,"We were a harbinger at lunchtime and got a table for seven of us. 
However, the operation was more than incompetent. 
We ordered our food and had extra information if my wife had a cow's milk allergy and the steak had to be fried without butter and the salad should only have vinegar and oil as a dressing. Of course this didn't work. It couldn't have been the language because our friend spoke perfect Polish and told the waitress again. 
After we complained that the meat was served with butter, a new inedible piece of meat came back and forth. The manager just said it was ribey and it was normal for this meat to be tough. 
It was completely calculated. 
Absolutely disgraceful",Please not again,"Muelheim an der Ruhr, Germany",Muelheim an der Ruhr,Trihel,2023-07
5,"Delicious shrimp soup! The service and atmosphere were fantastic. Special praise to Peter for the friendly service. The trout just asks for an aromatic, green addition in its belly before it reaches the plate. ",Hey Hey USA ;),,,justynazek,2023-07
5,"We were served a really good burger and fries by a very nice waitresse, Olga. She made the visit special for us, with the Way she smiled and took her time for us, though there was busy in the restaurant. She had that glimpse in her eye…. 
Please say hi, and thank you to her ♥️And sorry that there was NO room for drinks 😅",Good burger and nice service 👌🏼,,,pernS8449AR,2023-07
5,"Fantastically good food, ate a burger, very juicy and tasty 👌 
Pleasant management and very good service 😊 Nice atmosphere, recommended 👍",Fantastic!!,"Elverum, Norway",Elverum,Escape37828532594,2023-07
3,"This was average. The food was nothing special. We ate a boring steak and an average fajitas with chicken. Loud music in American style. Fair enough, but we were there to eat, not dance",Average and boring food,"Alta Municipality, Norway",Alta Municipality,189geirk,2023-07
5,The restaurant impressed us completely. The food was very tasty and Nicola impressed us with great service and her attentive service. Thank you for the successful evening.,"Great evening, delicious food",,,christiansP8224WK,2023-07
5,We felt completely at home in this restaurant. The food was delicious and Nikola's service was outstanding! Thank you very much for the lovely evening! 🌟,Great food and really lovely waitress Nikola..,,,E9851YLmarinab,2023-07
5,"The restaurant was really great, the food was delicious and Nikola's service was simply top! Thank you for the lovely evening and the warm support! 🌟",Delicious….,,,X8637JAjensb,2023-07
5,"We chose the restaurant because it had a nice ambience from the outside and the American style really appealed to us. 
The food, we had burgers, salad and a children's menu Chickalletta i Psi Patrol, the children's menu was fully sufficient for our son (6 years old). Food was super tasty. Freshly prepared and really good portions. Popcorn was also served. So everything was really great, plus there was the service, we had Peter, he was courteous and really very friendly, you could tell he really enjoyed his job! Always had a smile. 
All in one we will come back. 
🇵🇱❤️",Everything was great 👌,,,Relax24330047622,2023-07
5,The best burger in Tricity :) The waiter Samuel who served us was very nice and friendly 🤗 we will definitely come back ♥️,The best burger!,,,Pioneer62599929759,2023-06
5,"Very good food and professional service, all a big plus. I'm happy to come back every time

",Relax,,,elp119,2023-07
5,"As always, delicious food, nice atmosphere!!
Samuel and Alan perfect service, see you soon ","Delicious food, best service!!",,,agatakH6525BR,2023-07
4,"Delicious burgers and Shake. Thanks Piotrek for the friendly service.
I recommend the burger with philadelphia cheese - great choice.",Foodporn,"Gdynia, Poland",Gdynia,Kvelerd,2023-07
5,The best ribs i have ever tasted. Would 100% recommend this place. The ribs where amazing and i fell in love with them,Amazing food,,,haak0ntveter_st,2023-07
4,"This is a great restaurant for fun and entertainment.
The meals are all impressive visually and well presented ,freshly cooked and tasty. The kitchen pass is visible from the tables.
The drinks are equally as impressive ,my partners drink was spectacular creating smoke (some sort of vapour!) from the glass . In the restaurant they have a popcorn maker and this adds the aroma of caramelised sugar.
All the dishes look great ,my choice was a burger which was very filling .We also chose dessert which again did not disappoint (warm chocolate brownie with vanilla ice cream).
The location was also enjoyable on the waterfront but was incredibly busy between 7.00pm and 8.00pm as you would expect.  ",Good food and entertainment!,"Newcastle upon Tyne, United Kingdom",Newcastle upon Tyne,RobinH955,2023-07
5,"We visited Billy's on the Saturday evening of our city break with children. Our children are 9 and 4 years old. We got a table on arrival and the children got their own children's menu which they could draw on. When we had ordered, we were served popcorn as a starter - especially popular with the children. The food lived up to expectations, good, American flavors (and portions). We ate burgers and American pancakes. The staff were available and pleasant. They spoke good English so communication was not a problem.",Happy family with children,,,barbrohelenl,2023-07
5,"Extremely tasty food. I especially recommend the spicy ribs. In addition, efficient and friendly service, the waiter Piotrek is the best in his profession! ",Outstanding ribs!,,,k0rdiand,2023-07
5,"Piotrek's service and the entire restaurant including the food 👌 I highly recommend it
Very good food, I recommend it to everyone",Billy Gdansk,,,margM3425AC,2023-07
5,"Delicious and nutritious meals. Portions suitable for an adult, served American style. Atmospheric place. 
Kelet Piotrek took great care of us and the baby, ensuring his comfort and peaceful sleep :) 
",A baby-friendly place,"Warsaw, Poland",Warsaw,ciociazosia,2023-07
5,"The food is delicious, and the waiter Piotrek is very nice and cares about his customers. I sincerely recommend it ;)",Great :),,,X8564AQsaraz,2023-07
5,"Great place with great food.
We had a great waiter, his name was Piotrek.
Nice and polite, always smiling and you can see that he is interested in his clients and knows his profession well.
Best regards and I highly recommend the restaurant and the waiter 😁",Fantastic atmosphere 🤩,,,572beniaminz,2023-07
5,"Great service by Mrs. Olga, very good food, very nice place, nicely located by the water. Best regards :)",Very nice experience,,,Freedom19208174109,2023-07
5,"Very good food, great service, everything went smoothly, I appreciate the popcorn for a snack, best regards Olga
(fajitas, burger and chorizo ​​soup)",A good American restaurant ,"Mikolow, Poland",Mikolow,BackPacker736282,2023-07
5,Restaurant is nicely located right by the sea. It is perfect for date night. Food was very good along with the service. Credit should be given to the best waiter Piotrek. Thank you for small talk. ;),Restaurant worth visiting,,,Y7734LFagnieszkan,2023-07
5,"Everything was very tasty and very good. As a small bonus, there is free popcorn with every breakfast. We can fully recommend it!",American Restaurant,,,X6161TSrobinv,2023-07
5,"Very nice restaurant, good food, quick waiting time. Beautiful view of the Old Town from the table. Very nice waiter Piotrek :))",Nice,,,orangejuicep,2023-07
5,"Delicious food, great service - especially Piotrek :) great decor in an American atmosphere... we recommend it!",Pychota,,,magdalenapN9454SY,2023-07
5,"Recently I was there, I really enjoyed the food, it was soooooo delicious, I am very happy and glad for their service, I would like to mention the name of the waitress called ""Natalia"" if I can than I would give her score 20 out of 10. She was very professional and smiley, I definitely recommend this restaurant and also I will visit again. I specially thanks to Natalia and wish her best of luck.

Regards 
Chilli Guy.",It was best choice to visit this restaurant.,,,70ayata,2023-06
5,We had Peter and he was so nice and helpful all throw the dinner 😁🤩 super good and comfortable place 🤘,Peter is awesome,,,frederik0bits_s,2023-07
5,"Piotrek the waiter was very nice and helpful :) very good food, excellent customer service and Piotr's high personal culture made us have a great evening!!! We will definitely come back here! We recommend this place to everyone. PS my nephew Jakub was very happy when he received the coloring books from Piotrek :) thank you very much for the coloring book ;) ",Piotrek's friendly service and tasty food!,,,ewapA3323PN,2023-07
5,Nice place to eat delicious burger or ribs. Piotrek took great care of us during the dinner. Congratulations on great employee!,10/10,,,rafa_m117,2023-07
4,"Good breakfast (3) and very nice reception by the waiter (Peter).
Peter was very nice (5)! Can really recommend as a good alternative to expensive hotel breakfast!",Thomas Ljunggren,,,thomaslY5654IC,2023-07
4,Super location along the river away from the old town centre but still mega atmosphere. Here with smart and modern glass fronted restaurants and bars. Very popular but didn’t have to wait too long to get in Saturday evening. The American vibe works very well with comfort seating and decor as well as sport screens and music. Super efficient staff and friendly. Our group had a mixture of succulent tender steaks. The black steak was especially tasty. We also enjoyed grilled chicken salads and pizza. Enjoyed cocktails and beers. Could not manage a dessert as was nicely full. Super night.,Very tasty steaks at an exciting location with excellent staff. A must if you love an American restaurant menu done well,"London, United Kingdom",London,goodguyjas,2023-07
5,"We where here two times and had a very good experience both times. Good food and nice staff. We eat fajitas,american pan caks, avolon burgers and spear ribs and all the food was very good.",Dinners,"Drammen, Norway",Drammen,DayTrip48841617967,2023-07
5,"we got seated right Away, weve been served pretty much straight away. The lady that served us was really nice. And the food is definitely worth the money. However, the drinks are a little bit expensive, but the food really makes up for it. We would like to thank our waitress Martyna so much for an amazing night. 
thank you ",thank you martyna,,,844dominikam,2023-07
5,"Great food, beautiful location, and Peter was a wonderful server. Would absolutely recommend to folks looking for a comfortable brunch spot in Gdańsk.",Beautiful breakfast spot on the river,,,Meander46170377113,2023-07
5,Delicious pancake and coffee 😉 Piotrek is very professional. I recommend coming for breakfast and more :)))),Piotrek TOP;),,,Wander14517027151,2023-07
5,An interesting place for breakfast with a view and very nice staff who took care of every detail - Mr. Piotrek adds atmosphere ✨🌞 :),breakfast with a view,,,O7826LIaniap,2023-07
5,"Pleasant atmosphere in the American spirit as the name indicates. Was greeted at the door by Elivs though in the form of a statue.
We ate Hot and spicy Ribs and Califonia Steak medium rare this was cooked to perfection. Several drinks that also lived up to the quality.

Thank you and see you soon.",Fantastic food,"Fargelanda, Sweden",Fargelanda,319peterh319,2023-07
5,Olga is an amazing waitress. She was kind and have great service ! :) Food was good and the location is very nice right next to the river.,Good experience,"Gardermoen, Norway",Gardermoen,96sunnivaf,2023-07
5,"Delicious ribs and burger! Tasty drinks and nice atmosphere. Great service by Mrs. Natalia, we will definitely come back! :)",Sunday evening,,,153marysiak,2023-07
5,"A very successful trip for a family dinner. The burgers and ribs are delicious. We didn't have to wait long to order even though the restaurant was full of guests. Mrs. Natalia, who served us, was extremely helpful and nice. We recommend it - it's worth eating delicious dishes in a great atmosphere. We will definitely come back here again. ",Family dinner,"Ozorkow, Poland",Ozorkow,marcins230,2023-07
5,"We highly recommend this place.
We are very pleased with the quality of the food. Mrs. Natalia intuitively knows what is best for us😀",The best American restaurant in Gdańsk,,,Vacation08224334572,2023-07
5,"Great food, very nice and fast service. A large selection of dishes. Miłum was surprised by popcorn in the form of an appetizer.",Super,,,763miko_ajm,2023-07
5,Great service! Food was delicious and waiter Piotrek was just the best. 10/10 would recommend to anyone. Drinks were amazing as well!,Great expirience with Piotrek!,,,I5151HUmicha_r,2023-07
5,"Super tasty! Thanks to Piotrek (our waiter) for making this outing a great experience. Food was also great, nice view and service. :) ",Tasty breakfast,,,514ma_gorzatag,2023-07
