rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,publishedDate
5,"We had heard of the resratuarant, but did not look for it. But we just stumbeled over it on a rainy night Coloseum tomour apartement. The food was great, writers where great, quick servis. Wood go there again. Badedrakt potaoes with several differensiert fillings.",Fantastic potato dishes,"Fredrikstad, Norway",Fredrikstad,janeannl2016,2019-10-25
4,"The food was good and the portion was huge. The place was small, so we were turned away from lunch, we had better luck at dinner.",Good baked potatoes,,,Henriikka75,2019-10-19
5,"We regularly visit Gdansk, and every time we always have lunch at the Pod Ryba bar. I like the atmosphere of this place, the food, the lovely waitresses. The portions are large, but we can’t resist and take pancakes for dessert, they are cooked wonderfully here. During the cold season we always order ciepło piwo; we have never had such a tasty drink in any other place.","Nice, tasty, inexpensive",,,R9329OB_,2019-10-18
5,We enjoyed a tasty dinner at Bar Rod Ryba to tonight. Their potato pancake with wild mushrooms simply melts in your mouth. Very efficient and friendly service as well. Bravo!👍,Go potatoes about their pancakes!,"Helsinki, Finland",Helsinki,Jofa05,2019-10-14
5,"The restaurant is geared towards tourists, but this does not prevent regular visits during and outside the season. The prices for potatoes may seem a bit high, but considering the good taste of the dishes and the location of the place, they are at the right level. The service changes frequently, so there is no point in dwelling on this topic.  
I tried other dishes such as fish and pancakes - they were OK. I have my favorite potatoes that I recommend to my friends. The decor of the place could be refreshed, but it also has a positive atmosphere.",Delicious potatoes,"Gdansk, Poland",Gdansk,RomanSkielc,2019-10-09
5,A restaurant that mainly serves potatoes with various additions. Everyone will find something for themselves - even children. Perfect location near Neptune. Tasty soups,I recommend,"Poznan, Poland",Poznan,misuro78,2019-10-08
4,"Really good, I recommend it. I took the trio mix, ham with salad filling and caper sauce. There are so many options on the list that it was difficult to choose.","Baked potato, I recommend ❤️",,,UllaMaarit64,2019-10-01
4,An inventive dish of a large baked potato with butter and various additions. Everyone can choose the right accessories for themselves. The dish is enough to satisfy a lot of hunger.,Potato for everyone,,,apolkaaq,2019-09-29
5,"The dish that dominates the menu is baked potatoes with various additions. Delicious and worth the price. The portions are large and filling. In addition to the main dish, it is also worth eating fish (very good baked salmon), preferably with the addition of the above-mentioned potato. The dishes are served quickly and efficiently.",Not only potatoes,,,640joannak,2019-09-23
1,"You may encounter quite special treatment at the entrance to the restaurant. A foreigner who entered before us, after asking if there were any free seats, was led to a table with a smile, while we, poor Poles, heard the unapologetic ""if you find one, that's what we will do"". It's strange that the staff saw us serving a foreigner.
We could only place an order after the ""rich man"" was served, got a beer and an appetizer. A fantastic culture lesson, thank you. ",A matter of culture,"Pulawy, Poland",Pulawy,Olek76,2019-09-14
5,"We were with some friends in Gdansk for a couple of days and this is a very cozy and cute place for a lunch. 
The roasted potatoes were amazing and if you stop by, you definitely have to try them, you can find them with different fillings. 
The beer was delicious too!",Cozy place in Gdansk,"Padua, Italy",Padua,daniele_197744,2019-09-12
4,"The ""POD RYBĄ"" bar is located at ul. Piwna in Gdańsk in the Old Town. It is a place worth visiting because of its good cuisine, friendly service and location in a very atmospheric place. The bar is decorated inside with old dishes, photographs and various other decorations. You can also sit outside in the garden right next to the tourist promenade.",Atmospheric place!!!,"Katowice, Poland",Katowice,jadwianna,2019-09-11
5,"We got the place's specialty - baked potato with filling. We each chose our own filling, and both variants were really good. We have to go back on our last day here in Gdansk and taste the potato pancakes too!",A lucky potato!,,,Ingerns,2019-09-10
5,"Very delicious roast potatoes and well priced. A potato becomes scarce for a person, since it is not as big as it seems. Friendly waitresses and good service.",Delicious,"Madrid, Spain",Madrid,Marinaseg,2019-09-07
4,"As for the fish, it's a real disaster, it feels like it's frozen. When it comes to beer, the waitress couldn't recommend any - because she doesn't know. I have been visiting Gdańsk for 3 years and I have never and will not pass this place indifferently because of the potato! Big portion, lots of varieties. Everyone will find something for themselves. ",It's okay,,,564joannaj,2019-09-07
3,Restaurant specializing in roast potatoes. A filling and sauce of your choice are added. It cost us 150 zlt for 4 people (a dish and a drink for each). Average but it doesn't kill. The friendly waitress.,potato restaurant,"Barcelona, Spain",Barcelona,noem_l664,2019-08-27
2,"When we came there, we were guided by online reviews and were very disappointed. The cod we ordered was rubbery and probably defrosted. The set of salads that was written on the menu turned out to be 3 small salad leaves. When asked to recommend a beer, the waitress replied that she ""didn't know because she didn't drink it."" However, the potatoes and pea sauce were good. Overall, we do not recommend it.",I don't recommend it,,,BachataMM,2019-08-25
5,Been there many times and the potatoes are absolutely fabulous. The favorite is with bacon cheese and garlic sauce.,Terribly good,"Mosjoen, Norway",Mosjoen,aslnylan,2019-08-24
5,"Polite waiters, quick service of food and drinks. The dishes are very filling and tasty. And most importantly - inexpensive. An ideal place for a quick snack.","Tasty, satisfying and inexpensive",,,_T8796RZ,2019-08-23
1,"If anyone wants fresh fish, they better run away. Frozen fish, only water, tasteless. French fries like McDonald's, the salad was the best. It's a shame that in Gdansk the fish is as good as the pangasius from Biedronka. One of the worst dinners I've ever eaten. Failure.",I do not recommend!,,,SmakoszKa93,2019-08-19
4,So mainly safka from oven pots is available. There are several good ones and ready-made filling options. A properly functioning nutrient!,Baked potatoes and good things like that,"Khao Lak, Thailand",Khao Lak,Tripityy,2019-08-15
5,Apparently some people eat fish in the fish bar... wrong! They have been eating there the best potato from Mr. Jan for years,It has been maintaining its level for years,,,Mattizuro,2019-08-15
5,"Nice and cozy place for a dinner in Gdansk, huge variety of potatoe dishes, pleasant service... Great value for money.",Amazing potato restaurant,,,estriz,2019-08-15
4,"Variety of potatoes, tasty. Adequate portions. Only the potato with herring was terrible - I don't recommend it.
The service was nice but obviously ""seasonal"". Beer is very expensive (from PLN 13 to PLN 15 for 0.5 liter), wine from a box for PLN 40 - 0.5 liter. The wine is cloudy and tastes terrible. No ice in the restaurant, wine temperature not appropriate. 
No possibility to order drinks.
The place is geared towards one-time tourists. 
One toilet for many tables.","The food was tasty, the rest was worse...","Gdansk, Poland",Gdansk,KarolinnB,2019-08-07
4,Ate their baked potatoes with different fillings to choose from. Very good but rather small portions. We had dinner but perhaps would have been better suited for lunch. But satisfied!,Polish food!,"Norrkoping, Sweden",Norrkoping,helenel120,2019-08-05
5,"I've never thought that you can create so much out of a potatoe. Please do yourself a favour and try the baked potatoes with different fillings. You can have them for a very favourable price in a very beautiful and lively street (Piwna street). It's so delicious and you won't regret it.
Me and my girlfriend loved it !",Great Potatoe Creations,"Bochum, Germany",Bochum,martinz831,2019-07-30
